startdate,enddate,uid_r,text,gods_involved
10-10,10-10,V679-15,10/10: The celebration of Taiyi xiangu 太乙仙姑 is organized by the Li 李 of Houcuofang 后厝房. The birthday celebrations of each jia have opera performed for four to five days. Funds are collected on a per household basis.,['Taiyi xiangu']
03-15,03-15,V680-1,3/15: The celebration of Ciji zhenjun 慈济真君 is held.,['Ciji zhenjun']
05-13,05-13,V680-2,5/13: The celebration of Sima shengwang 司马圣王 is organized by the Weng 翁.,['Sima shengwang']
07-23,07-23,V680-3,7/23: The celebration of Zhanggong shengjun 张公圣君 is held.,['Zhanggong shengjun']
09-09,09-09,V680-4,"9/9: The celebration of Dutian yuanshuai 都天元帅 is organized by the Lin 林. The birthday celebrations some of the gods of Guanghuigong 广惠宫 are organized by the entire village all together. These are hosted by the head persons, and funds are collected on a per capita basis. Other god’s are celebrated by specific surname groups. The birthday celebrations of the gods of the Kaixingtang 开兴堂 are sponsored by the Tanban 坛班 altar associates.",['Dutian yuanshuai']
02-25,02-25,V681-1,2/25 and 9/25: The celebrations of Qitian dasheng 齐天大圣 are organized by Xiacuofang 下厝房.,['Qitian dasheng']
03-03,03-03,V681-2,3/3: The celebration of Xuantian shangdi 玄天上帝 and Baima yuanshuai 白马元帅 is organized by Shangmianfang 上面房.,"['Baima yuanshuai', 'Xuantian shangdi']"
04-07,04-07,V681-3,4/7 and 8/7: The celebrations of Tiangong yuanshuai 田公元帅 are organized by Wumenfang 乌门房.,"['Tiangong', 'Tiangong yuanshuai']"
04-14,04-14,V681-4,4/14: The celebration of Chengong shenghou 陈公圣侯 is organized by Xiacuofang 下厝房.,['Chengong shenghou']
04-18,04-18,V681-5,4/18: The celebration of Liugong yuanshuai 刘公元帅 is organized by Xiacuofang 下厝房.,['Liugong yuanshuai']
06-19,06-19,V681-6,6/19: The celebration of Guanyin dashi 观音大士 is organized by the entire village as a whole.,"['Guanyin', 'Guanyin dashi']"
07-23,07-23,V681-7,7/23: The celebration of Zhanggong shengjun 张公圣君 is organized by Shangmianfang 上面房; 10/11: The celebration of Taiyi xiangu 太乙仙姑 is organized by the entire village as a whole. Opera is performed for three days for all the birthday celebrations of the gods. There are either transfers from Overseas Chinese or funds are collected on a per capita basis.,"['Taiyi xiangu', 'Zhanggong shengjun']"
03-15,03-15,V682-1,3/15: The birthday celebration of Cijizhenjun 慈济真君 is held.,[]
04-18,04-18,V682-2,4/18: The birthday celebration of Liugong yuanshuai 刘元帅 is held.,['Liugong yuanshuai']
07-16,07-16,V682-3,"7/16: The birthday celebration of Sanyi jiaozhu 三一教主 is held. All these events are organized by the village as a whole, and opera is performed for two or three days on each occasion.",['Sanyi jiaozhu']
02-25,02-25,V683-1,2/25: The celebration of Qitian dasheng 齐天大圣 is co-organized by the Yang 杨 of Chengnei 埕内 and Chengwai 埕外.,['Qitian dasheng']
03-03,03-03,V683-2,3/3: The celebration of Xuantian shangdi 玄天上帝 is organized by the village as a whole.,['Xuantian shangdi']
03-15,03-15,V683-3,3/15: The celebration of Ciji zhenjun 慈济真君 is organized by the Yang 杨 of Goucen 沟岑.,['Ciji zhenjun']
04-13,04-13,V683-4,4/13: The celebration of Liugong yuanshuai 刘公元帅 is organized by Lincuo 林厝. The birthday celebration of Heihu jiangjun 黑虎将军 is organized by the Yang 杨 of Beitou 北头.,"['Heihu jiangjun', 'Liugong yuanshuai']"
04-26,04-26,V683-5,4/26: The celebration of Yanggong taishi 杨公太师 is co-organized by the Yang 杨 of each jia 甲.,['Yanggong taishi']
06-19,06-19,V683-6,6/19: The celebration of Guanyin dashi 观音大士 is co-organized by the Yang 杨 of Chengnei 埕内 and Chengwai 埕外.,"['Guanyin', 'Guanyin dashi']"
07-07,07-07,V683-7,7/7: The celebration of Lufu dashen 鲁府大神 is organized by the village as a whole.,[]
07-13,07-13,V683-8,7/13: The celebration of Zhanggong shengjun 张公圣君 is organized by Zhangcuo 张厝.,['Zhanggong shengjun']
09-09,09-09,V683-9,9/9: The celebration of Dutian yuanshuai 都天元帅 is co-organized by the Yang 杨 of Chengnei 埕内 and Chengwai 埕外. Funds are collected on a per capita basis from the organizing community. Opera is performed for several days on each god’s birthday.,['Dutian yuanshuai']
02-25,02-25,V684-1,2/25: The birthday celebration is held on for Qitian dasheng 齐天大圣.,['Qitian dasheng']
04-18,04-18,V684-2,4/18: The celebration is held for Liugong yuanshuai 刘公元帅.,['Liugong yuanshuai']
05-13,05-13,V684-3,"5/13: The celebration is held for Sima shengwang 司马圣王. These events are organized by the headsmen selected for the year, and contributions are gathered on a per capita basis, without dividing up into different neighborhoods.",['Sima shengwang']
02-25,02-25,V685-1,2/25: The celebration for Qitian dasheng 齐天大圣 and Kanggong shengwang 康公圣王 is organized by the Zheng 郑.,"['Kanggong shengwang', 'Qitian dasheng']"
03-03,03-03,V685-2,"3/3: The birthday celebration of Xuantian shangdi 玄天上帝 is organized by the entire village all together, and contributions are made according to households. All the other gods have different surname groups organizing their birthday celebrations.",['Xuantian shangdi']
07-23,07-23,V685-3,7/23: The celebration of Zhanggong shengjun 张公圣君 is organized by the Zheng 郑.,['Zhanggong shengjun']
09-09,09-09,V685-4,9/9: The celebration for Dutian yuanshuai 都天元帅 and Chen zhongjun 陈中军 is organized by the Chen 陈. The celebration of Baima yuanshuai 白马元帅 is organized by the Liu 刘.,"['Baima yuanshuai', 'Dutian yuanshuai']"
02-25,02-25,V686-1,"The following the birthday celebrations are organized by the village as a whole, without division by neighborhoods: 2/25: The celebration of Qitian dasheng 齐天大圣 is held.",['Qitian dasheng']
05-05,05-05,V686-2,5/5: The celebration of Wuhuang dadi 五皇大帝 and Jialuo dasheng 迦罗 大圣 is held.,"['Jialuo dasheng', 'Wuhuang dadi']"
07-23,07-23,V686-3,7/23: The celebration of Zhanggong shengjun 张公圣君 is held. The celebrations of the gods of Dongandian 东安殿 are organized by Shangpucheng 上埔埕 on its own.,['Zhanggong shengjun']
02-02,02-02,V687-1,"The following celebrations are organized by the village as a whole, unless otherwise indicated: 2/2: The celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人 is organized by Shêbian 社边.","['Houtu furen', 'Zunzhu mingwang']"
02-25,02-25,V687-2,2/25: The celebration of Qitian dasheng 齐天大圣 is organized by Shangjiucuo 上旧厝.,['Qitian dasheng']
04-18,04-18,V687-3,4/18: The celebration of Liugong yuanshuai 刘公元帅.,['Liugong yuanshuai']
07-23,07-23,V687-4,7/23: The celebration of Zhanggong shengjun 张公圣君.,['Zhanggong shengjun']
08-14,08-14,V687-5,8/14: The celebration of Ligong yuanshuai 李公元帅.,['Ligong yuanshuai']
10-17,10-17,V687-6,10/17: The celebrations of Liugong shenghou 柳公圣侯 and Jingong shenghou 金公圣侯 are organized by Wuzhangcuo 五张厝.,['Jingong shenghou']
11-27,11-27,V687-7,"11/27: The celebration of Zhengshun shengwang 正顺圣王 Each neighborhood performs lots of opera on the birthday celebrations of the gods, which is paid for either by donations from Overseas Chinese, or on a per capita basis.",['Zhengshun shengwang']
03-03,03-03,V688-1,"3/3: The birthday celebration of Xuantian shangdi 玄天上帝 on 3/3 is organized by the entire village altogether. Opera is performed for several days, and funds are collected on a per household basis.",['Xuantian shangdi']
05-05,05-05,V688-2,5/5: The birthday celebration of Jialuo dasheng 伽罗大圣 is organized by the Wu 吴 of Zhuokuo 卓廓.,['Jialuo dasheng']
07-07,07-07,V688-3,7/7: The birthday celebration of Kanggong yuanshuai 康公元帅 is organized by the Wu 吴 of Xiamian 下面.,['Kanggong yuanshuai']
07-23,07-23,V688-4,"7/23: The birthday celebration of Zhanggong shengjun 张公圣君 is organized by the Cai 蔡. The birthday celebration of Wengong yuanshuai 温公元帅 is organized by the Huang 黄. The birthday celebration of Xuantan yuanshuai 玄坛元帅 is organized by the Wu 吴 of Houcuo 后厝. On these birthday celebrations, each jia mostly screen movies. Funds are collected on a per capita basis. Opera is usually not performed.","['Xuantan yuanshuai', 'Zhanggong shengjun']"
03-03,03-03,V689-1,3/3: The birthday of Xuantian shangdi 玄天上帝 is celebrated with several days of opera. Funds are collected on a per capita basis.,['Xuantian shangdi']
01-05,01-05,V690-1,"1/5: The birthdays of Yuhuang dadi 玉皇大帝, Nandou xingjun 南斗星君, and Beidou xingjun 北斗星君 are celebrated.","['Beidou xingjun', 'Nandou xingjun', 'Yuhuang dadi']"
03-03,03-03,V690-2,3/3: The birthday of Xuantian shangdi 玄天上帝 is celebrated.,['Xuantian shangdi']
03-09,03-09,V690-3,3/9: The birthday of Huiji shenghou 惠济圣侯 is celebrated.,['Huiji shenghou']
03-16,03-16,V690-4,3/16: The birthday of Xuantan yuanshuai 玄坛元帅 is celebrated.,['Xuantan yuanshuai']
03-28,03-28,V690-5,3/28: The birthday of Zhusheng dadi 注生大帝 is celebrated by the Shunxingtang 顺兴堂.,['Zhusheng dadi']
05-05,05-05,V690-6,5/5: The birthday of Wang lingguan 王灵官 is celebrated by the Wenyuandian 文元殿.,['Wang lingguan']
05-05,05-05,V690-7,5/5: The birthday of Lu xianzhang 卢仙长 is celebrated.,[]
06-06,06-06,V690-8,6/6: The birthday of Fude zhengshen 福德正神 is celebrated by the entire village all together.,['Fude zhengshen']
09-09,09-09,V690-9,"9/9: The feast day of the Heshi Nine Immortals 何氏九仙 is celebrated by the Jiulidong 九鲤洞. On each god’s birthday, opera is performed for two to three days. Funds are contributed on a per capita basis, or through contributions from the Tanban or from Overseas Chinese.",[]
01-06,01-06,V691-1,"The following gods are celebrated on the indicated dates: 1/6 Nandou xingjun 南斗星君, 1/7 Beidou xingjun 北斗星君, 2/25 Qitian dasheng 齐天大 圣, 3/3 Xuantian shangdi 玄天上帝, 3/15 Xuantan yuanshuai 玄坛元帅, 4/7 Haotian dizi (Tiangong yuanshuai 田公元帅) 昊天帝子, 4/13 Jinchiling 金 齿龄, 5/2 Tongtian shenghou 通天圣侯, 5/5 Lu xianzhang 卢仙长, 6/6 Fude zhengshen 福德正神, 6/12 Zhuozu zhenren 卓祖真人, 7/15 Xu daren 徐大 人, 7/16 Sanyi jiaozhu 三一教主, 7/23 Zhanggong shengjun 张公圣君, 8/18 Zhang Sanfeng 张三丰, 12/16 Baiya jiangjun 白牙将军 and Dongxi shizhe 东西使者. The god’s birthdays are organized by the village all together, and usually involve several days of opera, but the dates of the performances are flexible.","['Baiya jiangjun', 'Beidou xingjun', 'Dongxi shizhe', 'Fude zhengshen', 'Haotian dizi', 'Nandou xingjun', 'Qitian dasheng', 'Sanyi jiaozhu', 'Tiangong', 'Tiangong yuanshuai', 'Xu daren', 'Xuantan yuanshuai', 'Xuantian shangdi', 'Zhanggong shengjun', 'Zhang Sanfeng', 'Zhuozu zhenren']"
05-05,05-05,V692-1,"The following gods are celebrated on the dates indicated: 5/5 Lu xianzhang 卢仙长, 6/10 Erdian zhenjun 二殿真君, 8/23 Haotian dizi 昊天帝子 (Tiangong yuanshuai 田公元帅). Each celebration involves opera performances of two to three days. The celebrations are organized by the Tanban. The remaining god’s birthdays are handled by the Tanban, which is divided into 4 groups to handle the organization of the offerings to the gods.","['Haotian dizi', 'Tiangong', 'Tiangong yuanshuai']"
02-19,02-19,V693-1,"On 2/19, 6/19, and 9/19 the feast days of Guanyin dashi 观音大士 are celebrated .","['Guanyin', 'Guanyin dashi']"
08-23,08-23,V693-2,"On 8/23 the birthday of Haotian dizi 昊天帝子 (Tiangong yuanshuai 田公元帅) is celebrated. On each occasion, opera is performed for two days, and the fushou 福首 manage the event.","['Haotian dizi', 'Tiangong', 'Tiangong yuanshuai']"
02-08,02-08,V694-1,The following gods are celebrated on the dates indicated: 2/8 Daye 大爷 and Erye 二爷.,"['Daye', 'Erye']"
03-03,03-03,V694-2,3/3: Xuantian shangdi 玄天上帝.,['Xuantian shangdi']
07-23,07-23,V694-3,7/23: Zhanggong shengjun 张公圣君诞.,['Zhanggong shengjun']
08-23,08-23,V694-4,"8/23: Haotian dizi 昊天帝子 (Tiangong yuanshuai 田公元帅). Each celebration is marked by two days of opera, and the festivities are organized by the Tanban spirit medium association. All the other god’s birthdays are celebrated by the spirit mediums who are divided into groups for this purpose.","['Haotian dizi', 'Tiangong', 'Tiangong yuanshuai']"
01-23,01-23,V695-1,1/23: The birthday celebration of Jigong 济公.,[]
02-15,02-15,V695-2,2/15: The birthday celebration of Taishang laojun 太上老君.,['Taishang laojun']
03-23,03-23,V695-3,3/23: The birthday celebration of Tianshang shengmu 天上圣母.,['Tianshang shengmu']
04-07,04-07,V695-4,4/7: The birthday celebration of Tiangong yuanshuai 田公元帅.,"['Tiangong', 'Tiangong yuanshuai']"
05-13,05-13,V695-5,5/13: The birthday celebration of Sima shengwang 司马圣王.,['Sima shengwang']
06-19,06-19,V695-6,6/19: The birthday celebration of Guanyin dashi 观音大士 7/7: The birthday celebration of Kanggong yuanshuai 康公元帅.,"['Guanyin', 'Guanyin dashi', 'Kanggong yuanshuai']"
07-23,07-23,V695-7,7/23: The birthday celebration of Zhanggong shengjun 张公圣君.,['Zhanggong shengjun']
08-18,08-18,V695-8,"8/18: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人. Each god’s birthday is celebrated with two to three days of opera. the birthday celebrations of gods are organized by the entire village, and funding is contributed on a per capita basis.","['Houtu furen', 'Zunzhu mingwang']"
02-02,02-02,V696-1,The following gods are worshipped on the dates indicated: 2/2: Wenchang dijun 文昌帝君.,['Wenchang dijun']
02-02,02-02,V696-2,2/2: Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人.,"['Houtu furen', 'Zunzhu mingwang']"
06-06,06-06,V696-3,6/6: Fude zhengshen 福德正神.,['Fude zhengshen']
08-21,08-21,V696-4,8/21: Fazhu xianfei 法主仙妃. Each god receives two or three days of opera as an offering.,['Fazhu xianfei']
02-02,02-02,V697-1,2/2: The birthday celebration of Zunzhu mingwang 尊主明王 and Houtu furen 后土夫人.,"['Houtu furen', 'Zunzhu mingwang']"
03-16,03-16,V697-2,3/16: The birthday celebration of Zhuo zhenren 卓真人.,[]
06-06,06-06,V697-3,6/6: The birthday celebration of Fude zhengshen 福德正神.,['Fude zhengshen']
07-16,07-16,V697-4,7/16: The birthday celebration of Sanyi jiaozhu 三一教主.,['Sanyi jiaozhu']
08-21,08-21,V697-5,8/21: The birthday celebration of Fazhu xianfei 法主仙妃. Each god receives two or three days of opera as an offering.,['Fazhu xianfei']
01-09,01-09,V698-1,The following gods are worshipped on the dates indicated: 1/9: Yuhuang dadi 玉皇大帝.,['Yuhuang dadi']
